PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
-5.512735930131743,0.4914019405298687,10.439910735796415,6.828801614028874,-3.665566518866767,-0.26392292629336794,2.358199727884053,0.3685183839380885,-0.05206489462793127,0.36837622154403366,0.0488397194564624,0.1613880691871962,1.7833547900948619,-1.3621326957146744,-28.760833,17.730278,02-01-2011,128.912,555.0,10.0
1.7071283410819977,8.804578759365747,-1.4942313420672466,-0.6553137123546794,0.965589508711049,0.07384259356534009,1.315903131849183,-1.8351525555710753,0.2704086017901087,-0.0660570924223512,-1.065838158518627,0.7619414508060799,0.5138220603569971,-0.2528360092981723,-26.861111,28.884722,03-01-2011,74.72,162.9,163.0
3.984937586434528,3.910991587848639,-1.374610199176763,-0.8030425209811443,3.1878921082885157,4.382358191130143,0.1722828179894063,-2.0425139351748562,-0.023454174908516003,-1.720261308807945,-0.778809575932656,1.2019476193070324,-0.18564658274528303,-0.5292704335913279,-26.45,28.085833,03-01-2011,89.254,573.0,80.0
-0.11993808471079981,5.7118583250467525,0.2830451180736554,1.5071955682627067,3.930373162486011,3.255971173345573,1.8500735905389711,-1.4043333872961012,-0.49340886774195747,0.704523635156897,-1.105402452673926,1.0487290976998802,0.03386950484684962,0.32174429790067366,-27.671111,27.236944,03-01-2011,82.0,203.6,101.0
0.7489591991435485,8.919281252809412,0.06786374968748872,-0.10357976926083615,0.7003442953542837,-0.2407785297826282,1.7838497905333321,-2.342720178765123,0.4186158979664917,-0.07633766659122558,-1.6576588501838847,0.7304268898863725,0.2871702568033351,0.16063607921593545,-27.356667,27.286389,03-01-2011,56.1,145.1,151.0
-4.5282455953638605,6.092686871815263,2.0799241502734356,3.5674899668457187,2.430535056790495,1.7031173074025625,0.6115762344138402,-2.176283156084905,-0.045995419332621384,0.06330587439413621,-1.5614531565738323,0.7765504171445873,0.24129957701011115,-0.6439992200950062,-27.01011111,26.69808333,04-01-2011,82.2,289.8,192.0
-7.4760955744125255,5.654013390212575,3.6812989808490584,-2.8877759762484865,-0.8702908517331688,0.9563052317983257,0.8385638474231492,-1.859342225995079,1.5876770169618968,-3.230902785479572,0.5054317652355811,0.4533799950333752,-1.4104002907760231,0.6261243768613599,-25.127778,27.628889,04-01-2011,125.0,438.0,163.0
-2.5823096993856374,6.372455429662868,2.9247800600367926,2.889950808599952,-0.7256811342581949,0.2661962112981544,0.25106743652941266,-1.2525660852099665,0.0003110480323669377,-0.241567824574928,-0.4783470908673221,0.3795620823230781,-0.749154375888403,-0.6545911267747303,-25.20639,27.558,04-01-2011,116.62,568.0,69.0
-0.45925483189550004,6.237900044064278,2.6454062467484696,1.9788084866350328,-0.7600792760299793,0.789506139689575,0.2998247688780318,-1.2741440327615068,-0.30070024303195075,0.08302883738354551,-0.2939102144608314,0.29506272223720065,-0.8026250824455876,-0.3620240454790705,-24.69514,27.40906,04-01-2011,181.831,583.0,158.0
0.029188567024152415,4.228108462698632,0.6403963363026579,0.1964469087891629,3.4914274590197185,4.271123218243929,0.6439994939136183,-2.3582060116345627,-0.48598331843568976,-0.24865657216856135,-1.0922413202625587,0.9851546716961558,0.023269453816054962,-0.018213226689950485,-26.98472222,26.63227778,04-01-2011,196.0,452.0,158.0
